,Cerrar,Var neta,Núm de ticks,Volumen,rango,MVA5
09:30 - 10:30,1945.28,-2.03,1597.0,230604,7.0,1947.560000000002
10:30 - 11:30,1938.2,-7.08,1772.0,262989,9.360000000000127,1945.7460000000021
11:30 - 12:30,1941.84,3.64,1464.0,217394,8.0,1943.9880000000019
14:30 - 15:30,1938.43,-3.41,1720.0,419663,8.029999999999973,1940.748000000002
30APR2019_00:00:00.000000,1919.0,-19.43,3056.0,505850,17.340000000000146,1935.492000000002
08:30 - 09:30,1919.0,-19.43,3056.0,505850,17.340000000000146,1931.6520000000019
09:30 - 10:30,1908.21,-10.79,2324.0,341736,14.099999999999909,1924.9260000000017
10:30 - 11:30,1924.12,15.91,1368.0,214770,16.70999999999981,1921.7520000000015
11:30 - 12:30,1921.52,-2.6,893.0,136738,6.160000000000082,1918.3700000000015
14:30 - 15:30,1926.52,2.28,1285.0,359968,5.380000000000109,1922.4040000000016
01MAY2019_00:00:00.000000,1937.97,11.45,2906.0,513906,15.840000000000146,1928.3560000000011
08:30 - 09:30,1937.97,11.45,2906.0,513906,15.840000000000146,1931.1260000000009
09:30 - 10:30,1936.21,-1.76,788.0,122088,5.579999999999927,1934.0640000000008
10:30 - 11:30,1938.8,2.59,904.0,152292,5.589999999999918,1935.4940000000006
11:30 - 12:30,1935.5,-3.3,937.0,149435,6.570000000000164,1937.2900000000004
14:30 - 15:30,1911.52,-11.15,1514.0,332042,12.009999999999991,1931.9640000000006
02MAY2019_00:00:00.000000,1915.17,3.65,2278.0,402578,12.450000000000045,1927.7560000000005
08:30 - 09:30,1915.17,3.65,2278.0,402578,12.450000000000045,1923.0300000000007
09:30 - 10:30,1901.16,-14.01,1834.0,290986,16.37999999999988,1916.1620000000007
10:30 - 11:30,1888.97,-12.19,2810.0,429062,22.470000000000027,1906.3980000000004
11:30 - 12:30,1894.67,5.7,1691.0,254315,11.360000000000127,1903.0280000000002
14:30 - 15:30,1900.82,3.73,1396.0,305826,7.279999999999973,1896.17
03MAY2019_00:00:00.000000,1964.4,63.58,7731.0,1274438,28.40000000000009,1908.818
08:30 - 09:30,1964.4,63.58,7731.0,1274438,28.40000000000009,1923.904
09:30 - 10:30,1953.98,-10.42,2702.0,426275,11.210000000000036,1935.766
10:30 - 11:30,1961.01,7.03,1597.0,244055,7.509999999999991,1948.922
11:30 - 12:30,1960.85,-0.16,1481.0,232670,6.809999999999945,1960.9280000000003
14:30 - 15:30,1962.46,1.61,2919.0,496456,3.2800000000002,1960.1980000000008
06MAY2019_00:00:00.000000,1939.95,-22.51,6553.0,1142786,32.710000000000036,1957.392000000001
08:30 - 09:30,1939.95,-22.51,6553.0,1142786,32.710000000000036,1953.180000000001
09:30 - 10:30,1953.53,13.58,2430.0,440920,18.660000000000082,1951.716000000001
10:30 - 11:30,1942.61,-10.92,1710.0,278034,11.819999999999936,1947.7000000000012
11:30 - 12:30,1943.43,0.82,1289.0,206075,8.720000000000027,1943.894000000001
14:30 - 15:30,1950.55,-3.01,1636.0,361219,6.190000000000055,1946.9100000000005
07MAY2019_00:00:00.000000,1934.53,-16.02,4591.0,760823,21.5,1943.1100000000006
08:30 - 09:30,1934.53,-16.02,4591.0,760823,21.5,1941.4940000000006
09:30 - 10:30,1925.17,-9.36,3070.0,444306,22.62000000000012,1937.8420000000006
10:30 - 11:30,1925.78,0.61,1763.0,248801,12.410000000000082,1934.1120000000005
11:30 - 12:30,1910.34,-15.44,1759.0,257928,18.149999999999864,1926.0700000000008
14:30 - 15:30,1922.58,14.99,3374.0,677224,17.589999999999918,1919.1200000000003
08MAY2019_00:00:00.000000,1918.26,-4.32,4328.0,677245,20.539999999999964,1917.7380000000005
08:30 - 09:30,1918.26,-4.32,4328.0,677245,20.539999999999964,1916.2340000000004
09:30 - 10:30,1930.16,11.9,2715.0,457109,21.559999999999945,1920.1980000000003
10:30 - 11:30,1925.8,-4.36,1192.0,178424,10.059999999999945,1923.0120000000002
11:30 - 12:30,1929.0,3.2,1063.0,167366,8.38000000000011,1924.2960000000003
14:30 - 15:30,1917.77,-13.22,1852.0,386948,15.279999999999973,1926.0760000000002
09MAY2019_00:00:00.000000,1883.74,-34.03,5046.0,821277,26.690000000000055,1916.7920000000001
08:30 - 09:30,1883.74,-34.03,5046.0,821277,26.690000000000055,1908.3800000000003
09:30 - 10:30,1881.92,-1.82,2666.0,402515,11.240000000000009,1898.9640000000004
10:30 - 11:30,1897.05,15.13,2059.0,321677,17.700000000000045,1892.8440000000003
11:30 - 12:30,1899.68,2.63,2301.0,373901,13.900000000000091,1889.226
14:30 - 15:30,1899.87,-0.54,1667.0,357096,6.880000000000109,1896.3820000000003
10MAY2019_00:00:00.000000,1874.77,-25.1,4102.0,637480,32.789999999999964,1894.9520000000005
08:30 - 09:30,1874.77,-25.1,4102.0,637480,32.789999999999964,1890.4960000000005
09:30 - 10:30,1863.6,-11.17,3156.0,453434,17.699999999999818,1883.2800000000007
10:30 - 11:30,1874.54,10.94,2579.0,399420,19.720000000000027,1877.5100000000007
11:30 - 12:30,1875.87,1.33,1619.0,255273,10.259999999999991,1872.7100000000005
14:30 - 15:30,1889.98,-10.25,2902.0,491914,19.110000000000127,1876.476
13MAY2019_00:00:00.000000,1828.0,-61.98,6096.0,990494,28.539999999999964,1869.3560000000002
08:30 - 09:30,1828.0,-61.98,6096.0,990494,28.539999999999964,1860.0480000000002
09:30 - 10:30,1829.25,1.25,2177.0,330922,18.450000000000045,1850.7240000000006
10:30 - 11:30,1823.18,-6.07,1472.0,224362,11.11999999999989,1839.6820000000007
11:30 - 12:30,1821.94,-1.24,1596.0,281174,10.300000000000182,1826.074000000001
14:30 - 15:30,1822.68,-1.1,2279.0,517479,6.990000000000009,1826.162000000001
14MAY2019_00:00:00.000000,1835.04,12.36,4824.0,831575,24.24000000000001,1827.320000000001
08:30 - 09:30,1835.04,12.36,4824.0,831575,24.24000000000001,1829.6920000000014
09:30 - 10:30,1843.8,8.76,2152.0,336506,15.370000000000118,1834.064000000001
10:30 - 11:30,1842.07,-1.73,1937.0,332772,9.690000000000055,1835.726000000001
11:30 - 12:30,1851.18,9.11,1127.0,199772,11.430000000000064,1841.4260000000008
14:30 - 15:30,1840.12,-5.49,1653.0,361357,6.460000000000036,1844.7100000000005
15MAY2019_00:00:00.000000,1843.5,3.38,4724.0,813879,23.8900000000001,1844.6500000000008
08:30 - 09:30,1843.5,3.38,4724.0,813879,23.8900000000001,1844.9360000000008
09:30 - 10:30,1859.0,15.5,2338.0,398747,16.99000000000001,1846.5000000000007
10:30 - 11:30,1863.73,4.73,1530.0,253804,9.940000000000055,1849.9700000000005
11:30 - 12:30,1864.47,0.74,1148.0,209749,7.539999999999964,1854.8400000000001
14:30 - 15:30,1871.15,-1.19,1587.0,341648,4.630000000000109,1866.132
16MAY2019_00:00:00.000000,1915.95,44.8,5407.0,940529,34.549999999999955,1877.5220000000002
08:30 - 09:30,1915.95,44.8,5407.0,940529,34.549999999999955,1887.9660000000003
09:30 - 10:30,1913.14,-2.81,1916.0,301312,6.730000000000018,1897.7000000000003
10:30 - 11:30,1911.7,-1.44,1190.0,198158,5.410000000000082,1905.5780000000007
11:30 - 12:30,1906.4,-5.3,1806.0,273980,10.190000000000055,1912.6280000000006
14:30 - 15:30,1907.57,1.07,1581.0,345525,4.919999999999845,1909.3440000000003
17MAY2019_00:00:00.000000,1897.75,-9.82,3713.0,690145,14.220000000000027,1906.2660000000003
08:30 - 09:30,1897.75,-9.82,3713.0,690145,14.220000000000027,1903.476
09:30 - 10:30,1903.8,6.05,2034.0,340841,16.279999999999973,1902.9560000000001
10:30 - 11:30,1897.49,-6.31,1079.0,195598,9.339999999999918,1900.872
11:30 - 12:30,1897.5,0.01,857.0,139546,7.829999999999927,1898.8580000000002
14:30 - 15:30,1869.0,-13.4,3673.0,734209,14.870000000000118,1892.6840000000004
20MAY2019_00:00:00.000000,1852.87,-16.13,4522.0,736305,22.910000000000082,1882.4980000000003
08:30 - 09:30,1852.87,-16.13,4522.0,736305,22.910000000000082,1873.574
09:30 - 10:30,1857.21,4.34,1787.0,308531,8.670000000000073,1865.5160000000003
10:30 - 11:30,1863.41,6.2,1314.0,244970,16.09999999999991,1859.0720000000001
11:30 - 12:30,1860.8,-2.61,918.0,145424,11.25,1857.432
14:30 - 15:30,1858.97,-2.02,1260.0,308071,5.829999999999927,1860.5079999999994
21MAY2019_00:00:00.000000,1852.78,-6.19,5319.0,767197,28.730000000000018,1859.6219999999994
08:30 - 09:30,1852.78,-6.19,5319.0,767197,28.730000000000018,1857.4959999999996
09:30 - 10:30,1855.38,2.6,2961.0,440266,15.179999999999836,1856.4119999999996
10:30 - 11:30,1855.93,0.55,1215.0,187814,11.279999999999973,1855.1679999999997
11:30 - 12:30,1853.76,-2.17,888.0,122581,6.160000000000082,1854.1259999999997
14:30 - 15:30,1857.52,-2.04,1224.0,311400,6.3900000000001,1857.4019999999996
22MAY2019_00:00:00.000000,1866.0,8.48,2793.0,461286,18.339999999999918,1859.5259999999994
08:30 - 09:30,1866.0,8.48,2793.0,461286,18.339999999999918,1861.5399999999995
09:30 - 10:30,1867.09,1.09,1285.0,208904,9.710000000000036,1864.2059999999994
10:30 - 11:30,1861.9,-5.19,851.0,140819,9.490000000000009,1863.7019999999993
11:30 - 12:30,1857.92,-3.98,798.0,122921,7.6099999999999,1863.7819999999992
14:30 - 15:30,1859.68,-6.72,1052.0,232248,8.36999999999989,1862.2759999999994
23MAY2019_00:00:00.000000,1831.4,-28.28,3342.0,594196,18.0,1855.1379999999995
08:30 - 09:30,1831.4,-28.28,3342.0,594196,18.0,1849.0379999999993
09:30 - 10:30,1827.18,-4.22,1696.0,286438,10.200000000000045,1842.8899999999994
10:30 - 11:30,1810.4,-16.78,2248.0,337955,24.319999999999936,1832.0119999999995
11:30 - 12:30,1813.39,2.99,1496.0,243408,10.059999999999945,1822.7539999999995
14:30 - 15:30,1815.48,-2.59,1979.0,424876,9.939999999999827,1814.9099999999994
24MAY2019_00:00:00.000000,1827.74,12.26,3607.0,663240,14.400000000000091,1815.0219999999995
08:30 - 09:30,1827.74,12.26,3607.0,663240,14.400000000000091,1818.4899999999993
09:30 - 10:30,1825.02,-2.72,1641.0,272014,12.439999999999827,1820.8159999999996
10:30 - 11:30,1826.5,1.48,836.0,144951,6.670000000000073,1824.4959999999996
11:30 - 12:30,1823.66,-2.84,861.0,135752,6.7999999999999545,1826.1319999999996
14:30 - 15:30,1823.28,1.28,1709.0,317610,7.050000000000182,1824.5919999999999
28MAY2019_00:00:00.000000,1837.0,13.72,3426.0,583303,19.6400000000001,1826.9879999999998
08:30 - 09:30,1837.0,13.72,3426.0,583303,19.6400000000001,1829.0879999999997
09:30 - 10:30,1839.68,2.68,1428.0,246343,13.589999999999918,1832.292
10:30 - 11:30,1847.44,7.76,1079.0,203128,9.830000000000155,1836.8799999999999
11:30 - 12:30,1843.06,-4.38,815.0,130998,6.710000000000036,1840.8359999999998
14:30 - 15:30,1836.43,3.51,1518.0,403671,7.25,1841.6479999999997
29MAY2019_00:00:00.000000,1825.68,-10.75,3446.0,625552,14.700000000000045,1838.8479999999995
08:30 - 09:30,1825.68,-10.75,3446.0,625552,14.700000000000045,1834.4959999999996
09:30 - 10:30,1813.7,-11.98,1845.0,314963,14.400000000000091,1828.6239999999998
10:30 - 11:30,1814.89,1.19,1764.0,308360,9.569999999999936,1823.2759999999994
11:30 - 12:30,1816.2,1.31,1214.0,200675,10.200000000000045,1819.2299999999996
14:30 - 15:30,1819.19,5.1,2076.0,463486,9.63000000000011,1816.1959999999995
30MAY2019_00:00:00.000000,1825.14,5.95,2621.0,523735,12.480000000000018,1818.4839999999992
08:30 - 09:30,1825.14,5.95,2621.0,523735,12.480000000000018,1820.5339999999992
09:30 - 10:30,1817.84,-7.3,1491.0,257323,12.5,1820.8619999999992
10:30 - 11:30,1817.67,-0.17,819.0,140520,5.759999999999991,1820.9959999999992
11:30 - 12:30,1818.0,0.33,940.0,166901,8.5,1820.7579999999991
14:30 - 15:30,1816.32,0.65,1739.0,328532,5.110000000000127,1816.6159999999993
31MAY2019_00:00:00.000000,1787.21,-29.11,3786.0,668545,14.579999999999927,1810.4899999999993
08:30 - 09:30,1787.21,-29.11,3786.0,668545,14.579999999999927,1804.3979999999992
09:30 - 10:30,1793.98,6.77,1848.0,342703,12.759999999999991,1799.5939999999991
10:30 - 11:30,1786.08,-7.9,1033.0,192686,10.669999999999845,1794.1599999999992
11:30 - 12:30,1785.64,-0.44,1061.0,202661,5.110000000000127,1788.023999999999
14:30 - 15:30,1775.07,-2.93,2323.0,625869,7.0,1783.8739999999991
03JUN2019_00:00:00.000000,1713.89,-61.18,9274.0,1478144,62.069999999999936,1767.855999999999
08:30 - 09:30,1713.89,-61.18,9274.0,1478144,62.069999999999936,1753.417999999999
09:30 - 10:30,1721.84,7.95,3279.0,483405,13.0,1740.657999999999
10:30 - 11:30,1692.67,-29.17,3922.0,603121,31.819999999999936,1723.471999999999
11:30 - 12:30,1688.59,-4.08,3663.0,536828,18.220000000000027,1706.175999999999
14:30 - 15:30,1692.69,9.3,4467.0,933989,21.61999999999989,1698.0359999999994
04JUN2019_00:00:00.000000,1707.55,14.86,6409.0,1073096,30.1099999999999,1695.1779999999992
08:30 - 09:30,1707.55,14.86,6409.0,1073096,30.1099999999999,1698.153999999999
09:30 - 10:30,1718.73,11.18,3269.0,546217,14.590000000000146,1704.1819999999989
10:30 - 11:30,1719.7,0.97,2125.0,336146,10.190000000000055,1709.2439999999992
11:30 - 12:30,1724.68,4.98,1195.0,199674,9.059999999999945,1715.6419999999991
14:30 - 15:30,1729.56,5.38,1826.0,421549,9.710000000000036,1723.5299999999993
05JUN2019_00:00:00.000000,1719.81,-9.75,4549.0,776799,32.950000000000045,1723.7459999999992
08:30 - 09:30,1719.81,-9.75,4549.0,776799,32.950000000000045,1723.767999999999
09:30 - 10:30,1733.02,13.21,2150.0,382082,18.720000000000027,1725.435999999999
10:30 - 11:30,1730.83,-2.19,1395.0,240987,11.389999999999873,1726.605999999999
11:30 - 12:30,1732.36,1.53,844.0,139762,10.899999999999864,1727.1659999999993
14:30 - 15:30,1738.5,4.32,1689.0,419383,11.910000000000082,1734.0659999999996
06JUN2019_00:00:00.000000,1729.5,-9.0,2622.0,456807,16.75,1733.3619999999996
08:30 - 09:30,1729.5,-9.0,2622.0,456807,16.75,1733.0959999999995
09:30 - 10:30,1739.65,10.15,1439.0,261847,14.089999999999918,1734.5539999999994
10:30 - 11:30,1736.45,-3.2,1121.0,191062,6.690000000000055,1734.7199999999998
11:30 - 12:30,1735.41,-1.04,874.0,162187,7.650000000000091,1734.1019999999996
14:30 - 15:30,1754.63,1.81,2251.0,403527,9.440000000000055,1741.3479999999995
07JUN2019_00:00:00.000000,1793.76,39.13,4737.0,763285,34.819999999999936,1752.1699999999996
08:30 - 09:30,1793.76,39.13,4737.0,763285,34.819999999999936,1763.6319999999996
09:30 - 10:30,1794.74,0.98,3003.0,518046,11.789999999999964,1775.4979999999996
10:30 - 11:30,1799.74,5.0,1529.0,246920,8.100000000000136,1787.3259999999996
11:30 - 12:30,1798.58,-1.16,1368.0,243021,6.4500000000000455,1796.1159999999995
14:30 - 15:30,1804.03,-0.38,2229.0,492737,5.25,1800.0919999999994
10JUN2019_00:00:00.000000,1865.68,61.65,6411.0,1065660,52.430000000000064,1814.2799999999995
08:30 - 09:30,1865.68,61.65,6411.0,1065660,52.430000000000064,1827.4679999999996
09:30 - 10:30,1879.52,13.84,3315.0,523890,21.62999999999988,1843.6559999999997
10:30 - 11:30,1874.89,-4.63,2363.0,322081,12.8599999999999,1857.9599999999998
11:30 - 12:30,1871.56,-3.33,1575.0,214211,6.8599999999999,1871.4659999999997
14:30 - 15:30,1860.63,-5.04,1887.0,401608,9.5300000000002,1871.4339999999997
11JUN2019_00:00:00.000000,1884.17,23.54,4351.0,719188,17.420000000000073,1872.3639999999996
08:30 - 09:30,1884.17,23.54,4351.0,719188,17.420000000000073,1874.2199999999998
09:30 - 10:30,1866.0,-18.17,2028.0,330509,21.84999999999991,1873.1079999999997
10:30 - 11:30,1861.5,-4.5,1546.0,262801,9.839999999999918,1871.2939999999999
11:30 - 12:30,1862.9,1.4,1034.0,159325,6.529999999999973,1871.7479999999996
14:30 - 15:30,1863.7,-2.98,1431.0,406721,7.720000000000027,1865.1219999999998
12JUN2019_00:00:00.000000,1851.31,-12.39,3041.0,493675,20.61999999999989,1862.1839999999997
08:30 - 09:30,1851.31,-12.39,3041.0,493675,20.61999999999989,1860.1459999999995
09:30 - 10:30,1854.6,3.29,1285.0,203299,14.090000000000146,1858.4859999999996
10:30 - 11:30,1856.6,2.0,742.0,109722,7.289999999999964,1855.5039999999997
11:30 - 12:30,1860.56,3.96,761.0,121444,9.480000000000018,1854.8759999999995
14:30 - 15:30,1855.32,-3.37,1051.0,234642,5.960000000000036,1856.8119999999994
13JUN2019_00:00:00.000000,1877.21,21.89,2982.0,531018,20.86999999999989,1861.3339999999994
08:30 - 09:30,1877.21,21.89,2982.0,531018,20.86999999999989,1865.4559999999994
09:30 - 10:30,1870.35,-6.86,1531.0,258457,12.620000000000118,1867.4139999999995
10:30 - 11:30,1870.2,-0.15,938.0,144555,6.080000000000155,1870.0579999999998
11:30 - 12:30,1873.97,3.77,721.0,115573,5.589999999999918,1873.7879999999998
14:30 - 15:30,1870.3,3.51,1081.0,245023,6.740000000000009,1870.982
14JUN2019_00:00:00.000000,1867.62,-2.68,2582.0,421447,15.420000000000073,1870.4359999999997
08:30 - 09:30,1867.62,-2.68,2582.0,421447,15.420000000000073,1869.9199999999996
09:30 - 10:30,1869.94,2.32,1346.0,222392,9.240000000000009,1869.114
10:30 - 11:30,1870.89,0.95,1105.0,169638,5.509999999999991,1869.274
11:30 - 12:30,1872.24,1.35,706.0,108949,5.150000000000091,1869.6619999999998
14:30 - 15:30,1869.67,-1.83,1321.0,354347,3.3299999999999272,1870.7939999999994
17JUN2019_00:00:00.000000,1888.6,18.93,3709.0,626790,20.24000000000001,1874.5259999999994
08:30 - 09:30,1888.6,18.93,3709.0,626790,20.24000000000001,1878.0679999999998
09:30 - 10:30,1885.94,-2.66,1230.0,177880,7.420000000000073,1880.8079999999998
10:30 - 11:30,1881.65,-4.29,822.0,129110,7.769999999999982,1882.8919999999998
11:30 - 12:30,1883.51,1.86,581.0,92512,4.150000000000091,1885.6599999999999
14:30 - 15:30,1886.0,-1.54,1469.0,328313,4.629999999999882,1884.3139999999996
18JUN2019_00:00:00.000000,1914.43,28.43,4421.0,762889,18.50999999999999,1890.0119999999995
08:30 - 09:30,1914.43,28.43,4421.0,762889,18.50999999999999,1896.5679999999998
09:30 - 10:30,1916.98,2.55,1826.0,288497,9.050000000000182,1903.2619999999995
10:30 - 11:30,1911.2,-5.78,1590.0,259674,13.049999999999955,1908.6079999999997
11:30 - 12:30,1904.12,-7.08,996.0,148905,10.589999999999918,1912.232
14:30 - 15:30,1901.37,-1.55,1608.0,361876,7.589999999999918,1908.554
19JUN2019_00:00:00.000000,1897.76,-3.61,1968.0,325126,17.160000000000082,1904.7100000000003
08:30 - 09:30,1897.76,-3.61,1968.0,325126,17.160000000000082,1902.0220000000002
09:30 - 10:30,1902.0,4.24,550.0,87098,6.220000000000027,1901.5980000000004
10:30 - 11:30,1900.9,-1.1,453.0,60518,4.419999999999845,1899.958
11:30 - 12:30,1899.92,-0.98,587.0,79785,3.9500000000000455,1899.6680000000001
14:30 - 15:30,1909.03,-1.01,1440.0,360073,5.75,1903.3700000000001
20JUN2019_00:00:00.000000,1921.45,12.42,3521.0,572992,13.75,1907.2600000000002
08:30 - 09:30,1921.45,12.42,3521.0,572992,13.75,1911.3700000000003
09:30 - 10:30,1913.13,-8.32,1459.0,232576,12.269999999999982,1914.0120000000006
10:30 - 11:30,1913.33,0.2,1241.0,190319,12.720000000000027,1915.6780000000006
11:30 - 12:30,1915.42,2.09,842.0,124917,8.440000000000055,1916.9560000000006
14:30 - 15:30,1918.19,1.58,1240.0,333316,4.3900000000001,1914.988
21JUN2019_00:00:00.000000,1916.29,-1.9,1896.0,697962,10.11999999999989,1915.6199999999997
08:30 - 09:30,1916.29,-1.9,1896.0,697962,10.11999999999989,1916.212
09:30 - 10:30,1919.04,2.75,1657.0,279774,9.910000000000082,1916.9359999999997
10:30 - 11:30,1916.3,-2.74,892.0,172108,9.8900000000001,1917.2219999999993
11:30 - 12:30,1916.55,0.25,515.0,91092,3.519999999999982,1916.893999999999
14:30 - 15:30,1911.3,-3.06,1351.0,789760,7.029999999999973,1915.501999999999
24JUN2019_00:00:00.000000,1908.18,-3.12,2305.0,372324,15.559999999999945,1913.3299999999988
08:30 - 09:30,1908.18,-3.12,2305.0,372324,15.559999999999945,1911.705999999999
09:30 - 10:30,1908.22,0.04,927.0,136052,7.430000000000064,1910.039999999999
10:30 - 11:30,1907.34,-0.88,620.0,84883,3.4299999999998363,1908.643999999999
11:30 - 12:30,1911.16,3.82,517.0,87525,4.75,1908.6159999999993
14:30 - 15:30,1913.9,0.69,808.0,249327,3.339999999999918,1910.5639999999992
25JUN2019_00:00:00.000000,1898.96,-14.94,2059.0,367368,23.5,1908.711999999999
08:30 - 09:30,1898.96,-14.94,2059.0,367368,23.5,1907.0359999999994
09:30 - 10:30,1891.22,-7.74,1729.0,273356,14.120000000000118,1903.0479999999993
10:30 - 11:30,1895.0,3.78,789.0,114957,9.11999999999989,1899.607999999999
11:30 - 12:30,1891.21,-3.79,901.0,145688,12.049999999999955,1895.0699999999993
14:30 - 15:30,1878.27,-1.32,1361.0,337949,8.319999999999936,1888.114
26JUN2019_00:00:00.000000,1898.75,20.48,2633.0,446532,12.690000000000055,1889.6200000000001
08:30 - 09:30,1898.75,20.48,2633.0,446532,12.690000000000055,1890.3700000000001
09:30 - 10:30,1895.85,-2.9,827.0,125686,8.209999999999809,1891.2980000000002
10:30 - 11:30,1895.46,-0.39,532.0,83673,6.300000000000182,1893.4160000000004
11:30 - 12:30,1892.32,-3.14,316.0,58970,5.319999999999936,1896.226
14:30 - 15:30,1897.83,3.07,1192.0,433733,7.010000000000218,1895.0300000000002
27JUN2019_00:00:00.000000,1905.75,7.92,1889.0,312743,11.75,1897.0100000000002
08:30 - 09:30,1905.75,7.92,1889.0,312743,11.75,1899.068
09:30 - 10:30,1903.84,-1.91,785.0,113432,6.170000000000073,1901.372
10:30 - 11:30,1909.34,5.5,1134.0,183334,12.13000000000011,1904.502
11:30 - 12:30,1909.5,0.16,503.0,72655,3.910000000000082,1906.836
14:30 - 15:30,1904.28,-2.16,850.0,206141,3.2100000000000364,1907.092
28JUN2019_00:00:00.000000,1902.25,-2.03,1681.0,267928,14.940000000000055,1906.7740000000001
08:30 - 09:30,1902.25,-2.03,1681.0,267928,14.940000000000055,1905.3560000000002
09:30 - 10:30,1902.93,0.68,801.0,123792,4.869999999999891,1904.0420000000001
