,Cerrar,Var neta,Núm de ticks,Volumen,rango,MVA5
07FEB2019_00:00:00.000000,1615.35,-24.91,4312.0,673839,18.779999999999973,1635.1460000000002
09:30 - 10:30,1615.35,-24.91,4312.0,673839,18.779999999999973,1630.078
10:30 - 11:30,1604.51,-10.84,2219.0,362808,15.660000000000082,1622.812
11:30 - 12:30,1602.3,-2.21,2879.0,457522,13.149999999999864,1615.5539999999996
15:30 - 16:30,1614.37,4.68,1717.0,445551,7.5,1606.7139999999995
08FEB2019_00:00:00.000000,1579.22,-35.15,7379.0,1170779,16.230000000000018,1601.6559999999995
09:30 - 10:30,1579.22,-35.15,7379.0,1170779,16.230000000000018,1597.0399999999993
10:30 - 11:30,1576.7,-2.52,3170.0,460120,11.409999999999854,1591.6659999999993
11:30 - 12:30,1574.65,-2.05,3452.0,529792,12.940000000000055,1584.8319999999992
15:30 - 16:30,1588.22,3.17,2228.0,428947,6.259999999999991,1580.599999999999
11FEB2019_00:00:00.000000,1594.75,6.53,4333.0,685000,19.960000000000036,1584.2099999999994
09:30 - 10:30,1594.75,6.53,4333.0,685000,19.960000000000036,1588.229999999999
10:30 - 11:30,1589.82,-4.93,1768.0,262985,10.319999999999936,1590.577999999999
11:30 - 12:30,1592.18,2.36,1098.0,176376,6.630000000000109,1591.943999999999
15:30 - 16:30,1591.0,-0.15,1499.0,288887,5.880000000000109,1590.607999999999
12FEB2019_00:00:00.000000,1626.44,35.44,5788.0,943696,29.0,1597.9319999999993
09:30 - 10:30,1626.44,35.44,5788.0,943696,29.0,1604.7839999999992
10:30 - 11:30,1629.41,2.97,3455.0,528991,12.790000000000191,1612.3719999999992
11:30 - 12:30,1624.62,-4.79,1441.0,216038,6.929999999999836,1619.5819999999992
15:30 - 16:30,1638.01,2.19,2162.0,440332,5.320000000000164,1631.221999999999
13FEB2019_00:00:00.000000,1649.2,11.19,4890.0,787622,15.7800000000002,1635.1799999999992
09:30 - 10:30,1649.2,11.19,4890.0,787622,15.7800000000002,1640.095999999999
10:30 - 11:30,1646.72,-2.48,1490.0,231667,6.3900000000001,1643.5859999999989
11:30 - 12:30,1647.13,0.41,1302.0,202004,7.25,1646.051999999999
15:30 - 16:30,1640.0,-7.0,1530.0,341947,10.710000000000036,1646.265999999999
14FEB2019_00:00:00.000000,1620.52,-19.48,4933.0,786657,20.24000000000001,1641.0259999999992
09:30 - 10:30,1620.52,-19.48,4933.0,786657,20.24000000000001,1635.7039999999993
10:30 - 11:30,1616.73,-3.79,1812.0,267017,10.190000000000055,1629.095999999999
11:30 - 12:30,1635.2,18.47,2768.0,413911,25.5300000000002,1626.5939999999994
15:30 - 16:30,1622.65,-0.99,1579.0,317819,4.839999999999918,1626.461999999999
15FEB2019_00:00:00.000000,1616.57,-6.08,4910.0,908997,21.529999999999973,1626.4299999999992
09:30 - 10:30,1616.57,-6.08,4910.0,908997,21.529999999999973,1622.7039999999993
10:30 - 11:30,1610.71,-5.86,2399.0,346053,14.019999999999982,1618.9159999999993
11:30 - 12:30,1612.7,1.99,1436.0,218407,8.100000000000136,1615.8399999999995
15:30 - 16:30,1607.95,1.07,2391.0,499040,4.680000000000064,1609.7539999999997
19FEB2019_00:00:00.000000,1627.0,19.05,4509.0,750848,29.100000000000136,1613.0119999999997
09:30 - 10:30,1627.0,19.05,4509.0,750848,29.100000000000136,1615.8719999999996
10:30 - 11:30,1621.95,-5.05,1399.0,212679,5.779999999999973,1618.6519999999996
11:30 - 12:30,1631.2,9.25,1554.0,255554,10.759999999999991,1623.0199999999995
15:30 - 16:30,1627.58,-2.42,1861.0,345916,3.880000000000109,1627.6779999999994
20FEB2019_00:00:00.000000,1630.23,2.65,2188.0,381198,10.930000000000064,1629.3339999999994
09:30 - 10:30,1630.23,2.65,2188.0,381198,10.930000000000064,1629.1399999999996
10:30 - 11:30,1632.65,2.42,909.0,137933,4.589999999999918,1629.8299999999997
11:30 - 12:30,1614.32,-18.33,1319.0,220373,19.029999999999973,1627.002
15:30 - 16:30,1622.1,0.32,1129.0,284939,4.029999999999973,1621.4540000000002
21FEB2019_00:00:00.000000,1606.38,-15.72,4703.0,726578,22.059999999999945,1616.2000000000003
09:30 - 10:30,1606.38,-15.72,4703.0,726578,22.059999999999945,1614.6120000000003
10:30 - 11:30,1611.45,5.07,1679.0,248372,8.799999999999955,1612.6820000000002
11:30 - 12:30,1619.87,8.42,1497.0,246978,9.680000000000064,1613.2360000000003
15:30 - 16:30,1619.44,6.11,1346.0,262532,9.590000000000146,1616.9240000000004
22FEB2019_00:00:00.000000,1626.31,6.87,3068.0,514467,12.829999999999927,1619.8960000000004
09:30 - 10:30,1626.31,6.87,3068.0,514467,12.829999999999927,1621.1840000000007
10:30 - 11:30,1633.57,7.26,1448.0,218969,8.259999999999991,1623.8780000000006
11:30 - 12:30,1630.19,-3.38,1143.0,177572,5.6400000000001,1627.1640000000007
15:30 - 16:30,1631.56,0.85,1450.0,328373,4.149999999999864,1631.5120000000006
25FEB2019_00:00:00.000000,1640.75,9.19,4032.0,692286,16.11999999999989,1632.9480000000008
09:30 - 10:30,1640.75,9.19,4032.0,692286,16.11999999999989,1635.0600000000006
10:30 - 11:30,1642.2,1.45,1313.0,209879,8.700000000000045,1637.1720000000007
11:30 - 12:30,1635.09,-7.11,920.0,145541,8.63000000000011,1638.0700000000004
15:30 - 16:30,1633.0,-1.63,1137.0,317133,6.2999999999999545,1636.1300000000006
26FEB2019_00:00:00.000000,1628.64,-4.36,2740.0,441937,16.22999999999979,1633.4180000000006
09:30 - 10:30,1628.64,-4.36,2740.0,441937,16.22999999999979,1632.1280000000006
10:30 - 11:30,1629.5,0.86,1047.0,161705,8.599999999999909,1631.4560000000006
11:30 - 12:30,1622.91,-6.59,745.0,125593,7.710000000000036,1628.538000000001
15:30 - 16:30,1636.4,-1.83,1291.0,326329,3.880000000000109,1629.018000000001
27FEB2019_00:00:00.000000,1617.74,-18.66,3442.0,544793,20.690000000000055,1626.666000000001
09:30 - 10:30,1617.74,-18.66,3442.0,544793,20.690000000000055,1625.632000000001
10:30 - 11:30,1624.65,6.91,1546.0,225796,10.150000000000091,1625.306000000001
11:30 - 12:30,1630.35,5.7,1075.0,175997,7.079999999999927,1625.3760000000009
15:30 - 16:30,1641.09,0.67,1401.0,345640,3.240000000000009,1633.6360000000009
28FEB2019_00:00:00.000000,1638.37,-2.72,3213.0,532442,17.940000000000055,1636.3800000000006
09:30 - 10:30,1638.37,-2.72,3213.0,532442,17.940000000000055,1637.9840000000008
10:30 - 11:30,1644.68,6.31,1080.0,170933,7.189999999999827,1640.260000000001
11:30 - 12:30,1646.36,1.68,1165.0,197276,6.169999999999845,1641.7740000000013
15:30 - 16:30,1639.84,-2.31,1644.0,485614,6.5,1643.302000000001
01MAR2019_00:00:00.000000,1653.81,13.97,4555.0,706063,10.8900000000001,1645.128000000001
09:30 - 10:30,1653.81,13.97,4555.0,706063,10.8900000000001,1646.6180000000008
10:30 - 11:30,1657.34,3.53,2562.0,366525,7.800000000000182,1649.4920000000009
11:30 - 12:30,1658.83,1.49,1344.0,189597,6.9500000000000455,1652.726000000001
15:30 - 16:30,1671.73,3.07,2265.0,459468,3.8900000000001,1665.1160000000011
04MAR2019_00:00:00.000000,1708.4,36.67,6581.0,1091164,24.569999999999936,1675.3280000000009
09:30 - 10:30,1708.4,36.67,6581.0,1091164,24.569999999999936,1685.2420000000009
10:30 - 11:30,1693.5,-14.9,3730.0,584834,15.930000000000064,1691.244000000001
11:30 - 12:30,1684.37,-9.13,3700.0,556689,21.340000000000146,1693.2800000000007
15:30 - 16:30,1696.17,3.79,1856.0,389576,6.269999999999982,1693.5880000000009
05MAR2019_00:00:00.000000,1698.1,1.93,3970.0,694290,18.789999999999964,1694.508000000001
09:30 - 10:30,1698.1,1.93,3970.0,694290,18.789999999999964,1697.2540000000008
10:30 - 11:30,1701.11,3.01,1365.0,232089,6.039999999999964,1698.746000000001
11:30 - 12:30,1697.68,-3.43,1056.0,172080,7.319999999999936,1698.232000000001
15:30 - 16:30,1692.43,-11.8,2572.0,462866,14.190000000000055,1697.494000000001
06MAR2019_00:00:00.000000,1685.11,-7.32,3476.0,563313,14.299999999999955,1694.294000000001
09:30 - 10:30,1685.11,-7.32,3476.0,563313,14.299999999999955,1691.780000000001
10:30 - 11:30,1679.92,-5.19,2264.0,350867,10.329999999999927,1688.614000000001
11:30 - 12:30,1673.91,-6.01,1881.0,315415,8.569999999999936,1683.296000000001
15:30 - 16:30,1668.95,-0.93,1880.0,356786,6.440000000000055,1675.5060000000008
07MAR2019_00:00:00.000000,1651.99,-16.96,3895.0,622855,21.180000000000064,1669.9200000000008
09:30 - 10:30,1651.99,-16.96,3895.0,622855,21.180000000000064,1665.5360000000007
10:30 - 11:30,1649.5,-2.49,2024.0,303866,9.220000000000027,1660.6360000000009
11:30 - 12:30,1649.44,-0.06,1375.0,204443,7.349999999999909,1654.374000000001
15:30 - 16:30,1625.95,4.37,2950.0,607736,6.289999999999964,1640.2980000000011
08MAR2019_00:00:00.000000,1607.07,-18.88,6368.0,967624,22.289999999999964,1631.812000000001
09:30 - 10:30,1607.07,-18.88,6368.0,967624,22.289999999999964,1623.3380000000009
10:30 - 11:30,1612.23,5.16,2050.0,334002,10.849999999999909,1617.0900000000006
11:30 - 12:30,1605.97,-6.26,1505.0,222322,14.13000000000011,1611.6580000000008
15:30 - 16:30,1620.8,11.27,2177.0,410502,13.8900000000001,1611.9300000000007
11MAR2019_00:00:00.000000,1645.61,24.81,3510.0,571187,19.8599999999999,1618.606000000001
08:30 - 09:30,1645.61,24.81,3510.0,571187,19.8599999999999,1626.534000000001
09:30 - 10:30,1655.25,9.64,2090.0,338472,12.329999999999927,1635.756000000001
10:30 - 11:30,1656.52,1.27,1801.0,272418,5.420000000000073,1644.758000000001
11:30 - 12:30,1656.18,-0.34,1344.0,201774,7.629999999999882,1651.8340000000012
14:30 - 15:30,1670.62,-0.71,2003.0,416432,4.860000000000127,1660.594000000001
12MAR2019_00:00:00.000000,1677.5,6.88,4171.0,698460,23.289999999999964,1665.044000000001
08:30 - 09:30,1677.5,6.88,4171.0,698460,23.289999999999964,1669.240000000001
09:30 - 10:30,1675.86,-1.64,1883.0,302264,10.039999999999964,1673.1760000000008
10:30 - 11:30,1680.22,4.36,1210.0,180462,6.599999999999909,1676.3400000000008
11:30 - 12:30,1677.47,-2.75,943.0,139768,5.199999999999818,1677.7100000000005
14:30 - 15:30,1673.1,-1.02,1784.0,378362,6.990000000000009,1676.4920000000006
13MAR2019_00:00:00.000000,1685.88,12.78,2887.0,482068,11.450000000000045,1678.4960000000005
08:30 - 09:30,1685.88,12.78,2887.0,482068,11.450000000000045,1679.628000000001
09:30 - 10:30,1694.98,9.1,1663.0,281083,10.090000000000146,1683.130000000001
10:30 - 11:30,1693.57,-1.41,1836.0,256600,7.230000000000018,1686.6820000000012
11:30 - 12:30,1696.52,2.95,1079.0,188990,5.210000000000036,1691.3660000000011
14:30 - 15:30,1690.81,-3.99,1574.0,338807,5.869999999999891,1694.576000000001
14MAR2019_00:00:00.000000,1696.22,5.41,3097.0,529830,16.809999999999945,1694.824000000001
08:30 - 09:30,1696.22,5.41,3097.0,529830,16.809999999999945,1695.3540000000007
09:30 - 10:30,1696.47,0.25,1301.0,206300,7.259999999999991,1695.3440000000005
10:30 - 11:30,1696.12,-0.35,808.0,121057,3.9600000000000364,1695.1680000000008
11:30 - 12:30,1695.83,-0.29,677.0,108987,3.9200000000000728,1696.172000000001
14:30 - 15:30,1686.22,-1.76,1598.0,392272,6.610000000000127,1693.760000000001
15MAR2019_00:00:00.000000,1701.0,14.78,4503.0,1265123,7.910000000000082,1694.666000000001
08:30 - 09:30,1701.0,14.78,4503.0,1265123,7.910000000000082,1695.6420000000012
09:30 - 10:30,1699.79,-1.21,2069.0,319560,9.809999999999945,1696.4340000000016
10:30 - 11:30,1705.96,6.17,2325.0,367784,7.869999999999891,1698.7940000000017
11:30 - 12:30,1706.42,0.46,1864.0,300582,4.069999999999936,1702.8340000000019
14:30 - 15:30,1712.17,1.28,4458.0,628566,9.3900000000001,1708.3860000000018
18MAR2019_00:00:00.000000,1739.28,27.11,4890.0,846854,28.909999999999854,1716.284000000002
08:30 - 09:30,1739.28,27.11,4890.0,846854,28.909999999999854,1722.9480000000017
09:30 - 10:30,1739.44,0.16,3121.0,474280,13.159999999999854,1729.552000000002
10:30 - 11:30,1739.19,-0.25,2259.0,337516,7.910000000000082,1733.872000000002
11:30 - 12:30,1739.41,0.22,1490.0,210162,2.9700000000000273,1739.320000000002
14:30 - 15:30,1742.15,-2.38,2175.0,524912,5.660000000000082,1741.7060000000015
19MAR2019_00:00:00.000000,1767.05,24.9,5123.0,855416,16.49000000000001,1747.2280000000014
08:30 - 09:30,1767.05,24.9,5123.0,855416,16.49000000000001,1752.800000000001
09:30 - 10:30,1778.61,11.56,3162.0,516576,14.330000000000155,1760.6400000000012
10:30 - 11:30,1780.59,1.98,2283.0,350546,8.519999999999982,1767.0900000000013
11:30 - 12:30,1782.22,1.63,2583.0,449122,12.339999999999918,1775.1040000000012
14:30 - 15:30,1761.85,-3.4,3887.0,769323,12.430000000000064,1776.6280000000017
20MAR2019_00:00:00.000000,1778.43,16.58,5033.0,840038,14.930000000000064,1776.5920000000017
08:30 - 09:30,1778.43,16.58,5033.0,840038,14.930000000000064,1776.1600000000017
09:30 - 10:30,1781.0,2.57,2123.0,344114,7.990000000000009,1775.9160000000018
10:30 - 11:30,1777.38,-3.62,1184.0,185240,7.339999999999918,1775.4180000000022
11:30 - 12:30,1770.52,-6.86,1607.0,268973,9.160000000000082,1777.1520000000023
14:30 - 15:30,1797.27,4.08,3210.0,658237,13.460000000000036,1784.3700000000022
21MAR2019_00:00:00.000000,1797.31,0.04,5384.0,901244,16.220000000000027,1787.632000000002
08:30 - 09:30,1797.31,0.04,5384.0,901244,16.220000000000027,1791.6180000000022
09:30 - 10:30,1801.31,4.0,2944.0,480473,13.480000000000018,1797.776000000002
10:30 - 11:30,1804.01,2.7,1696.0,264806,7.9500000000000455,1799.442000000002
11:30 - 12:30,1811.8,7.79,1733.0,277965,10.1099999999999,1802.3480000000018
14:30 - 15:30,1819.26,1.53,2907.0,552232,7.0499999999999545,1810.906000000002
22MAR2019_00:00:00.000000,1804.35,-14.91,5591.0,932149,24.860000000000127,1811.5140000000022
08:30 - 09:30,1804.35,-14.91,5591.0,932149,24.860000000000127,1811.5820000000022
09:30 - 10:30,1792.38,-11.97,2670.0,443004,15.169999999999845,1807.6980000000026
10:30 - 11:30,1783.73,-8.65,3465.0,532074,17.699999999999818,1800.8140000000026
11:30 - 12:30,1777.78,-5.95,1909.0,292563,11.480000000000018,1792.5180000000025
14:30 - 15:30,1764.77,-8.96,3687.0,723176,11.200000000000045,1779.7260000000024
25MAR2019_00:00:00.000000,1752.31,-12.46,5506.0,905611,30.460000000000036,1771.7120000000025
08:30 - 09:30,1752.31,-12.46,5506.0,905611,30.460000000000036,1765.4280000000024
09:30 - 10:30,1774.65,22.34,2952.0,468005,24.6400000000001,1764.8020000000022
10:30 - 11:30,1773.26,-1.39,1691.0,295111,12.75,1763.4600000000023
11:30 - 12:30,1765.76,-7.5,1279.0,196565,9.849999999999909,1763.6580000000024
14:30 - 15:30,1774.07,-7.85,2226.0,435926,11.5,1770.3300000000024
26MAR2019_00:00:00.000000,1799.25,25.18,5405.0,885789,13.25,1775.2500000000025
08:30 - 09:30,1799.25,25.18,5405.0,885789,13.25,1780.4480000000026
09:30 - 10:30,1795.01,-4.24,2535.0,414917,10.5,1786.2980000000025
10:30 - 11:30,1790.99,-4.02,1961.0,323999,8.589999999999918,1791.7140000000024
11:30 - 12:30,1793.49,2.5,1388.0,201059,6.339999999999918,1795.5980000000025
14:30 - 15:30,1783.76,6.03,1510.0,361074,8.460000000000036,1787.8520000000026
27MAR2019_00:00:00.000000,1784.5,0.74,2968.0,459225,13.329999999999927,1785.7500000000025
08:30 - 09:30,1784.5,0.74,2968.0,459225,13.329999999999927,1784.4520000000025
09:30 - 10:30,1761.9,-22.6,2364.0,387182,24.440000000000055,1778.1340000000025
10:30 - 11:30,1756.37,-5.53,2959.0,493123,16.970000000000027,1774.2060000000024
11:30 - 12:30,1764.3,7.93,1816.0,267956,12.090000000000146,1770.3140000000021
14:30 - 15:30,1765.7,0.7,1499.0,361194,4.9500000000000455,1761.5440000000024
28MAR2019_00:00:00.000000,1771.52,5.82,2959.0,488079,22.6400000000001,1763.4680000000026
08:30 - 09:30,1771.52,5.82,2959.0,488079,22.6400000000001,1766.4980000000025
09:30 - 10:30,1754.7,-16.82,1795.0,291608,22.450000000000045,1764.5780000000027
10:30 - 11:30,1762.57,7.87,1208.0,181096,9.720000000000027,1765.2020000000025
11:30 - 12:30,1771.96,9.39,1100.0,176398,10.36999999999989,1766.4540000000022
14:30 - 15:30,1773.42,2.18,1147.0,255669,4.460000000000036,1766.6880000000024
29MAR2019_00:00:00.000000,1784.55,11.13,3056.0,508754,11.1099999999999,1772.658000000002
08:30 - 09:30,1784.55,11.13,3056.0,508754,11.1099999999999,1777.054000000002
09:30 - 10:30,1785.67,1.12,1661.0,256192,8.25,1779.796000000002
10:30 - 11:30,1782.5,-3.17,1044.0,156835,7.120000000000118,1782.138000000002
11:30 - 12:30,1779.25,-3.25,661.0,114769,6.970000000000027,1783.304000000002
14:30 - 15:30,1780.75,0.71,1933.0,574462,5.339999999999918,1781.9200000000023
01APR2019_00:00:00.000000,1803.36,22.61,4391.0,800843,13.779999999999973,1785.4580000000024
08:30 - 09:30,1803.36,22.61,4391.0,800843,13.779999999999973,1789.6300000000024
09:30 - 10:30,1806.64,3.28,1578.0,260092,9.379999999999882,1795.1080000000024
10:30 - 11:30,1804.38,-2.26,829.0,125084,3.8400000000001455,1799.6980000000026
11:30 - 12:30,1813.72,9.34,1501.0,240588,9.430000000000064,1806.2920000000024
14:30 - 15:30,1814.19,1.61,2152.0,434182,5.360000000000127,1810.2920000000024
02APR2019_00:00:00.000000,1818.6,4.41,3869.0,661635,13.480000000000018,1812.6840000000025
08:30 - 09:30,1818.6,4.41,3869.0,661635,13.480000000000018,1815.5280000000027
09:30 - 10:30,1814.0,-4.6,1867.0,301999,9.8900000000001,1815.584000000003
10:30 - 11:30,1812.61,-1.39,1093.0,173960,4.519999999999982,1815.6000000000029
11:30 - 12:30,1814.04,1.43,1015.0,143013,4.529999999999973,1815.570000000003
14:30 - 15:30,1813.98,-1.62,1334.0,274376,3.3299999999999272,1814.0020000000027
03APR2019_00:00:00.000000,1823.47,9.49,3927.0,644503,18.38000000000011,1815.8960000000025
08:30 - 09:30,1823.47,9.49,3927.0,644503,18.38000000000011,1818.0680000000023
09:30 - 10:30,1826.78,3.31,2006.0,306050,7.440000000000055,1820.6160000000025
10:30 - 11:30,1826.85,0.07,1391.0,228348,5.25,1822.9100000000028
11:30 - 12:30,1827.19,0.34,1419.0,235210,7.829999999999927,1825.5520000000029
14:30 - 15:30,1820.7,2.67,1558.0,288159,5.029999999999973,1824.6560000000034
04APR2019_00:00:00.000000,1816.93,-3.77,3224.0,562005,12.430000000000064,1822.6860000000033
08:30 - 09:30,1816.93,-3.77,3224.0,562005,12.430000000000064,1820.7020000000034
09:30 - 10:30,1813.15,-3.78,2480.0,393145,10.939999999999827,1817.8940000000032
10:30 - 11:30,1811.0,-2.15,1080.0,168889,6.410000000000082,1815.7420000000031
11:30 - 12:30,1812.6,1.6,1951.0,314734,13.509999999999991,1814.122000000003
14:30 - 15:30,1819.51,3.97,1503.0,369492,4.589999999999918,1814.8320000000028
05APR2019_00:00:00.000000,1831.49,11.98,4694.0,794299,10.649999999999864,1818.500000000003
08:30 - 09:30,1831.49,11.98,4694.0,794299,10.649999999999864,1822.598000000003
09:30 - 10:30,1830.64,-0.85,1337.0,210625,6.190000000000055,1826.2060000000026
10:30 - 11:30,1831.68,1.04,876.0,127696,3.769999999999982,1828.9620000000027
11:30 - 12:30,1831.8,0.12,709.0,97580,3.259999999999991,1831.4200000000026
14:30 - 15:30,1837.28,2.33,2685.0,455578,3.8299999999999272,1832.856000000003
08APR2019_00:00:00.000000,1828.48,-8.8,3579.0,636730,8.840000000000146,1832.4240000000032
08:30 - 09:30,1828.48,-8.8,3579.0,636730,8.840000000000146,1831.7840000000028
09:30 - 10:30,1829.55,1.07,1556.0,260207,4.509999999999991,1831.334000000003
10:30 - 11:30,1831.0,1.45,1197.0,211776,4.2999999999999545,1830.958000000003
11:30 - 12:30,1842.0,11.0,1755.0,286051,12.600000000000136,1831.902000000003
14:30 - 15:30,1849.86,2.59,1658.0,354526,3.6400000000001,1839.5480000000032
09APR2019_00:00:00.000000,1848.82,-1.04,3957.0,672985,11.309999999999945,1843.4020000000032
08:30 - 09:30,1848.82,-1.04,3957.0,672985,11.309999999999945,1846.9660000000033
09:30 - 10:30,1845.82,-3.0,1541.0,261575,7.509999999999991,1847.7300000000032
10:30 - 11:30,1846.46,0.64,967.0,154246,5.190000000000055,1847.956000000003
11:30 - 12:30,1841.58,-4.88,1109.0,160708,7.610000000000127,1846.300000000003
14:30 - 15:30,1835.84,-3.98,2164.0,365777,9.690000000000055,1841.8080000000032
10APR2019_00:00:00.000000,1833.05,-2.79,3500.0,588015,12.190000000000055,1839.254000000003
08:30 - 09:30,1833.05,-2.79,3500.0,588015,12.190000000000055,1836.572000000003
09:30 - 10:30,1841.8,8.75,1680.0,285595,12.559999999999945,1836.616000000003
10:30 - 11:30,1841.62,-0.18,664.0,98626,2.5,1837.072000000003
11:30 - 12:30,1843.21,1.59,647.0,97559,3.25,1838.5460000000028
14:30 - 15:30,1847.33,1.57,1363.0,246346,2.7999999999999545,1843.3260000000032
11APR2019_00:00:00.000000,1845.21,-2.12,2910.0,503782,8.920000000000073,1844.008000000003
08:30 - 09:30,1845.21,-2.12,2910.0,503782,8.920000000000073,1844.726000000003
09:30 - 10:30,1847.15,1.94,1246.0,200889,5.539999999999964,1845.5140000000029
10:30 - 11:30,1843.35,-3.8,1209.0,198227,5.3599999999999,1845.6500000000028
11:30 - 12:30,1845.14,1.79,787.0,138221,4.7000000000000455,1845.2120000000027
14:30 - 15:30,1844.07,0.93,1199.0,247161,3.009999999999991,1844.1440000000032
12APR2019_00:00:00.000000,1849.46,5.39,3009.0,512879,6.400000000000091,1844.606000000003
08:30 - 09:30,1849.46,5.39,3009.0,512879,6.400000000000091,1845.8280000000032
09:30 - 10:30,1844.51,-4.95,1722.0,309914,8.700000000000045,1845.7020000000034
10:30 - 11:30,1845.77,1.26,904.0,131094,2.769999999999982,1846.6540000000034
11:30 - 12:30,1848.07,2.3,762.0,126646,4.069999999999936,1847.4540000000034
14:30 - 15:30,1843.06,-0.68,1706.0,347943,3.2799999999999727,1846.0280000000027
15APR2019_00:00:00.000000,1826.49,-16.57,3503.0,566320,16.660000000000082,1842.4240000000027
08:30 - 09:30,1826.49,-16.57,3503.0,566320,16.660000000000082,1838.5680000000025
09:30 - 10:30,1829.38,2.89,2553.0,385924,11.75,1834.8300000000024
10:30 - 11:30,1832.22,2.84,1133.0,185320,6.429999999999836,1831.5280000000025
11:30 - 12:30,1837.01,4.79,893.0,173782,5.789999999999964,1830.3180000000025
14:30 - 15:30,1844.87,0.8,1272.0,361485,4.0499999999999545,1836.8720000000026
16APR2019_00:00:00.000000,1858.54,13.67,3009.0,542622,12.0,1842.7040000000022
08:30 - 09:30,1858.54,13.67,3009.0,542622,12.0,1847.9680000000026
09:30 - 10:30,1859.82,1.28,1465.0,216756,6.180000000000064,1852.5300000000025
10:30 - 11:30,1862.65,2.83,724.0,104386,5.269999999999982,1856.8840000000025
11:30 - 12:30,1865.42,2.77,908.0,144941,5.3599999999999,1860.9940000000024
14:30 - 15:30,1863.04,-1.04,1651.0,310021,5.25,1863.6540000000023
17APR2019_00:00:00.000000,1868.4,5.36,3145.0,525789,15.809999999999945,1865.3700000000022
08:30 - 09:30,1868.4,5.36,3145.0,525789,15.809999999999945,1866.5200000000023
09:30 - 10:30,1865.73,-2.67,995.0,141080,5.960000000000036,1866.5820000000022
10:30 - 11:30,1868.27,2.54,911.0,142903,5.720000000000027,1866.7680000000023
11:30 - 12:30,1870.67,2.4,828.0,115867,4.220000000000027,1868.2940000000024
14:30 - 15:30,1864.32,2.15,1351.0,252663,4.1400000000001,1866.8420000000024
18APR2019_00:00:00.000000,1861.33,-2.99,2492.0,574430,11.339999999999918,1865.9620000000025
08:30 - 09:30,1861.33,-2.99,2492.0,574430,11.339999999999918,1864.5740000000023
09:30 - 10:30,1863.84,2.51,1210.0,175835,5.75,1863.2080000000024
10:30 - 11:30,1864.3,0.46,773.0,127669,3.509999999999991,1863.0240000000024
11:30 - 12:30,1861.85,-2.45,725.0,107759,3.839999999999918,1862.5300000000025
14:30 - 15:30,1861.69,-0.43,1443.0,292892,3.599999999999909,1863.6520000000025
22APR2019_00:00:00.000000,1866.2,4.51,2861.0,524036,20.84999999999991,1864.1240000000028
08:30 - 09:30,1866.2,4.51,2861.0,524036,20.84999999999991,1864.504000000003
09:30 - 10:30,1874.63,8.43,1691.0,289525,9.019999999999982,1867.0600000000031
10:30 - 11:30,1879.43,4.8,1399.0,222990,6.079999999999927,1869.6300000000033
11:30 - 12:30,1884.6,5.17,1378.0,218021,8.3900000000001,1874.2120000000032
14:30 - 15:30,1887.69,0.83,1671.0,281143,3.099999999999909,1882.472000000003
23APR2019_00:00:00.000000,1909.3,21.61,4550.0,757589,20.360000000000127,1889.4060000000027
08:30 - 09:30,1909.3,21.61,4550.0,757589,20.360000000000127,1895.3800000000024
09:30 - 10:30,1919.66,10.36,2542.0,397924,13.13000000000011,1902.3920000000023
10:30 - 11:30,1922.23,2.57,2313.0,385724,9.910000000000082,1909.6360000000022
11:30 - 12:30,1925.75,3.52,1277.0,202788,7.740000000000009,1917.248000000002
14:30 - 15:30,1923.77,1.36,2078.0,443890,7.8400000000001455,1923.5860000000025
24APR2019_00:00:00.000000,1918.4,-5.37,3319.0,546108,14.13000000000011,1923.3340000000026
08:30 - 09:30,1918.4,-5.37,3319.0,546108,14.13000000000011,1922.5680000000025
09:30 - 10:30,1919.22,0.82,2177.0,315751,9.259999999999991,1921.2620000000024
10:30 - 11:30,1916.52,-2.7,1419.0,225157,8.6400000000001,1919.2620000000024
11:30 - 12:30,1913.72,-2.8,841.0,125617,4.029999999999973,1917.2520000000022
14:30 - 15:30,1901.75,-3.76,1735.0,393674,9.970000000000027,1911.4480000000026
25APR2019_00:00:00.000000,1908.86,7.11,4370.0,744689,20.350000000000136,1909.3760000000027
08:30 - 09:30,1908.86,7.11,4370.0,744689,20.350000000000136,1907.8440000000028
09:30 - 10:30,1915.58,6.72,1955.0,282876,11.339999999999918,1908.2160000000029
10:30 - 11:30,1909.57,-6.01,1499.0,252405,8.789999999999964,1908.9240000000027
11:30 - 12:30,1912.55,2.98,1308.0,192147,7.370000000000118,1911.0840000000026
14:30 - 15:30,1902.25,-12.03,3390.0,590392,14.120000000000118,1911.2340000000022
26APR2019_00:00:00.000000,1910.13,7.88,9114.0,1438441,41.549999999999955,1910.144000000002
08:30 - 09:30,1910.13,7.88,9114.0,1438441,41.549999999999955,1910.256000000002
09:30 - 10:30,1918.16,8.03,3262.0,465142,16.99000000000001,1911.378000000002
10:30 - 11:30,1923.13,4.97,2720.0,382939,10.920000000000073,1912.7600000000025
11:30 - 12:30,1929.97,6.84,3337.0,456607,7.690000000000055,1918.3040000000024
14:30 - 15:30,1950.63,6.82,3245.0,588442,7.970000000000027,1933.8320000000022
29APR2019_00:00:00.000000,1947.31,-3.32,4945.0,795521,16.09999999999991,1939.662000000002
08:30 - 09:30,1947.31,-3.32,4945.0,795521,16.09999999999991,1944.4980000000019
